ids,1cm_1,1cm_2,1cm_3,1cm_4,2cm_1,2cm_2,2cm_3,2cm_4,3cm_1,3cm_2,3cm_3,3cm_4,4cm_1,4cm_2,4cm_3,4cm_4,5cm_1,5cm_2,5cm_3,5cm_4
PaChr5g16855-t1_16855,11.72699493,11.58523726,11.74905104,10.75515181,13.11641083,12.98037956,12.26800679,12.66469034,9.356874407,10.67374415,10.37360679,10.57888037,5.051958136,5.485285026,5.444901597,5.707816827,8.958196704,7.814526365,8.614018009,7.9725289
PaChr9g23799-t1_23799,1.503130537,1.495943912,1.483378935,1.511024484,1.459489383,1.416797783,1.458230337,1.489980548,1.659735574,1.779617038,1.609072863,1.706667402,2.149169267,2.146276308,2.043718669,1.944473228,1.591069388,1.599384752,1.691581459,1.823224372
PaChr5g18108-t1_18108,10.4137081,9.934166237,10.28434794,10.08873807,8.961677859,8.192958341,9.083875745,8.680869343,7.291673025,7.680677115,6.6756372,7.503638037,6.53051787,5.933937854,7.177739966,6.222817371,8.24883795,7.194153199,7.927854637,7.345867277
PaCtg1624g34500-t1_34500,3.941122709,3.99706281,3.901190246,3.648191219,5.283813894,5.277695674,5.065157642,5.010947361,3.973355603,4.405953275,3.895892603,4.232209655,2.815760752,3.065905557,2.920341351,2.749747502,2.774607816,2.70889918,2.697743151,2.393738951
PaCtg0608g28411-t1_28411,6.909670047,6.258159427,6.821634375,7.088423139,8.184564827,7.69562348,7.814588873,8.247214192,6.613215626,6.228097407,6.311206607,6.635731607,7.296856138,7.111799385,7.035085773,7.789568333,6.878602514,7.053425175,6.962976953,6.112146302
PaChr10g05108-t1_5108,3.954679243,3.774892656,4.075039216,3.737065282,4.183814122,4.020059045,4.034096147,4.158349997,4.027981281,4.04464019,4.267465073,4.258737959,5.005254684,5.117588167,5.473291089,5.250760797,6.156885882,5.38765818,5.898708599,5.458474948
PaCtg1979g35846-t1_35846,42.81290271,42.86036308,41.46429043,39.80871225,60.39188841,59.89589233,58.18873684,55.60192898,47.85628904,49.73235037,48.32699341,50.95364641,40.29785749,40.34934293,40.67560131,38.3459335,49.30096106,46.33429124,48.41812545,42.60812274
PaChr10g03926-t1_3926,2.245679814,2.392603858,2.28674764,1.952006483,1.803496602,1.934247239,1.487228393,1.948353269,1.868618813,1.711201158,1.649430161,1.768748808,1.795350583,1.693471873,1.606148198,1.641999836,1.473934021,1.5692779,1.603311019,1.719238701
PaChr3g13499-t1_13499,2.982283497,2.938969675,2.913139182,2.923714534,2.874756753,2.793250859,2.798845355,2.845975534,4.288834916,4.161987395,4.194855121,4.36258598,10.16923848,10.48917742,10.59488409,11.41709044,9.366341256,9.846699263,10.45436892,10.81969071
PaChr8g21862-t1_21862,1.42808794,1.44080255,1.383987437,1.448714077,1.229075149,1.24674059,1.267122046,1.176908827,1.306873842,1.286082586,1.224779442,1.276387924,1.342543932,1.333020802,1.428991766,1.392132508,1.551007146,1.326647013,1.450015665,1.441637257
PaChr1g02816-t1_2816,2.130053124,2.129861244,2.083326839,2.092964374,3.351324742,2.94156467,3.363625604,3.532630692,2.588407695,2.444564338,2.876376696,2.710582247,3.15638573,3.377466478,3.44177638,3.476236468,3.883355356,3.549257908,3.715198473,3.344450083
PaCtg0389g26980-t1_26980,1.526954619,1.640238054,1.459912578,1.456890759,1.591298936,1.579160632,1.586120763,1.573944043,1.694912136,1.747605705,1.631274183,1.715531908,1.54449688,1.593588829,1.474037805,1.612581152,1.556130036,1.673244927,1.569121185,1.431489538
PaChr11g05410-t1_5410,1.695719945,1.569597422,1.701473536,1.780007617,1.922639272,1.884472162,1.935553023,1.870322373,1.561608192,1.63374525,1.578408575,1.611392912,1.973448532,2.327737093,1.944556053,1.593278141,1.501509375,1.460658031,1.563705858,1.685834809
PaCtg1606g34385-t1_34385,1.763108149,1.693280202,1.750063943,1.801595421,1.667018803,1.632585444,1.671280288,1.654256343,2.130618663,1.953349863,2.011862006,2.072706267,2.856385261,2.624358344,2.626809607,2.776076748,2.52214265,2.420998488,2.64799343,2.799346947
PaCtg1710g34845-t1_34845,2.133142159,2.121477583,2.133316445,2.058554665,2.312255566,2.337610719,2.284795103,2.181668565,1.996973547,2.206275542,2.201428071,2.18311195,1.327958619,1.326496136,1.344158857,1.373168022,1.849746842,2.119933732,1.983796957,1.876928933
PaCtg0124g25646-t1_25646,0.76993394,0.787869834,0.786395903,0.791017628,0.760833098,0.794145357,0.775384702,0.779776323,0.785093244,0.785924825,0.781678926,0.764957727,0.761383942,0.761397876,0.756792216,0.762730186,0.75338574,0.753543656,0.762173055,0.853354462
PaChr1g02290-t1_2290,1.349683699,1.387875778,1.373838907,1.280722324,1.531166398,1.459629617,1.560668581,1.550045435,1.795437886,1.874264088,1.953301574,1.90963574,2.418133452,2.444070491,2.517934542,2.457084461,2.813674663,2.61603391,2.689740197,2.423867128
PaChr6g19722-t1_19722,2.122702867,2.260763919,2.012334633,2.009602836,1.975268437,2.097866186,2.033177808,1.681943173,1.383087169,1.810527213,1.702535549,1.656472493,2.110394947,2.152309344,1.989240599,1.978143008,1.734592485,1.835291259,1.740684636,1.580072778
PaChr12g07485-t1_7485,1.060594738,0.956612132,1.23625076,1.010971704,1.082124095,1.022478716,1.065504703,1.199510393,1.025132658,1.058286197,1.296361708,1.126624421,1.463153129,1.507191165,1.504831083,1.135689645,1.139986098,1.154631083,1.1952066,1.302011339
PaChr5g17158-t1_17158,11.94568379,11.576842,12.01128747,11.14076394,16.001016,15.8141479,15.91927667,14.35361614,11.78155058,9.824445846,10.19616014,11.04824962,8.884021124,9.092018806,8.967396235,9.522833483,9.034824057,9.109968191,9.105942534,8.010416177
PaChr1g03082-t1_3082,5.542414631,5.616419137,5.049116328,5.536643339,3.935766887,3.625824169,3.929744435,3.946573331,4.239726662,3.912181565,4.023272536,4.197282842,6.712655739,6.216819589,5.752618697,6.087964791,4.598640988,4.726614041,5.043174397,5.256917173
PaChr10g04929-t1_4929,7.787797156,7.548012187,7.647435517,7.501948635,11.39677682,10.16176364,11.11544237,11.78079713,9.088584671,9.17963773,10.47311278,10.00338091,10.68988032,11.11551253,11.47822913,11.0837407,12.92050247,12.07985884,12.6464704,11.24455434
PaChr3g13791-t1_13791,1.313823164,1.281772624,1.290979171,1.370652273,1.455917017,1.45658216,1.424915332,1.471295817,1.660591355,1.379628501,1.376666207,1.484354407,1.449318763,1.315478829,1.309031674,1.45496372,1.646415743,1.597143569,1.714203201,1.833842255
PaChr1g00543-t1_543,7.076348709,6.953862423,7.044297171,6.63037947,9.206957711,8.740968589,9.028971712,8.889687263,7.408388249,8.292556997,8.225384289,8.313151013,7.980487442,8.53030244,8.467507483,8.481370014,7.996068467,8.137337773,8.09400927,7.136692228
PaChr2g09324-t1_9324,1.131437878,1.134815939,1.185007356,1.090763338,1.081812289,0.926193053,1.09411979,1.275631072,1.015023443,1.006423042,1.008753276,1.001792286,0.931464452,0.966753308,0.920499852,0.951475513,0.985789388,0.937721048,0.988123172,1.08115251
PaChr4g15054-t1_15054,0.833600728,0.853166148,0.851126927,0.84518333,0.856234418,0.869074086,0.874811215,0.881223898,0.975756127,0.985323883,0.985124676,0.97254775,1.177275507,1.126207464,1.091153193,1.212173236,0.985883299,1.120271147,1.066638344,1.124031646
PaChr2g09813-t1_9813,0.924047709,0.950938914,0.939117516,0.921088355,1.201940297,1.05513772,1.294645157,1.278518534,1.12631693,1.055803417,1.111295772,1.093837063,1.243126996,1.25365912,1.150291103,1.217747918,1.273485182,1.243884163,1.206360197,1.107149764
PaChr5g16932-t1_16932,2.280244523,2.283783179,2.218677061,2.239015081,2.545448278,2.158941642,2.170285931,3.247132666,1.861477211,1.764509487,1.858632735,1.860016683,2.404714043,2.378489936,2.324936692,2.125730172,1.771789999,1.648480151,1.802123186,1.906992987
PaChr2g11116-t1_11116,1.956031906,1.925285895,1.8373566,2.044214653,2.111694224,1.741988639,1.750019291,2.836620895,1.686856341,1.598915504,1.661300875,1.671860681,2.215402735,2.196016251,2.133527206,1.92807953,1.629906909,1.511594513,1.64911947,1.749046339
PaChr7g20582-t1_20582,1.681963924,1.722401363,1.617798218,1.668126927,1.712208684,1.702380528,1.726304634,1.654277337,1.845414574,2.184072451,2.083217413,2.08113026,3.197674112,3.532324299,3.306546356,2.728034224,2.152946877,2.405749633,2.397315877,2.470968361
PaChr6g19550-t1_19550,4.361539504,4.31192217,4.080852106,4.385743992,2.619072913,2.505047957,2.523716465,2.683357897,1.571679071,1.476710456,1.478479794,1.524318356,2.277594315,2.104547933,2.307308126,2.441638637,1.582137813,1.5283478,1.639388587,1.753240238
PaChr2g10612-t1_10612,2.054472282,1.971634147,2.008764739,2.109975127,2.205881585,2.174025025,2.067111369,2.280859741,2.333869204,2.302811291,2.125803061,2.304621772,2.623411108,2.556254231,2.384211382,2.361717231,1.990486412,2.012937315,2.129494493,2.260245472
PaCtg3159g38989-t1_38989,1.130765741,1.147079217,1.144843692,1.118066851,1.168002947,1.125238238,1.159969691,1.245017866,1.300538232,1.211557943,1.245952693,1.255914714,1.581908141,1.545945154,1.492789779,1.587776797,1.583508986,1.626538145,1.693987996,1.81063488
PaChr3g12472-t1_12472,1.840423794,1.836790862,1.793173434,1.837920781,2.093849182,1.938858064,2.067599872,2.196157938,2.124173011,2.116201147,2.401384458,2.267097849,3.968868266,3.601844382,4.59952616,4.654170815,3.077054624,3.056111643,3.29415464,3.454575769
PaChr5g18227-t1_18227,1.288984787,1.293449871,1.287218539,1.288505908,1.401433834,1.361448313,1.408887106,1.426677089,1.46531748,1.475089257,1.442629635,1.474530845,1.570001258,1.505684196,1.489914728,1.515225395,1.522889091,1.542085592,1.615111538,1.730296268
PaCtg3564g39814-t1_39814,3.383325957,3.200265814,3.284855515,3.458171559,3.209729295,3.181310999,3.09772789,3.116955656,3.053425212,2.907118454,2.615943689,2.93674966,3.212285051,2.986246129,2.908276803,2.885717623,3.161746237,3.120401666,3.374560942,3.534852779
PaChr6g18412-t1_18412,8.520003902,7.87852371,8.414725658,8.536989032,9.81959723,9.353549421,9.393596409,9.702394518,7.889487869,7.5128306,7.623649577,7.990169131,8.118827944,7.890776577,7.921040701,8.633223803,8.035499021,8.196057378,8.15567353,7.215032039
PaCtg1608g34390-t1_34390,13.65969601,13.33872449,13.9270852,12.41369492,15.09999323,14.85398585,14.74659525,13.94796707,9.244807408,11.01280075,11.59010125,11.09560318,8.489371423,9.026459847,9.71222031,8.704791585,10.06486913,9.003470064,9.765545043,8.961683685
PaChr10g04329-t1_4329,2.326533682,2.382798147,2.287650633,2.202022227,2.092640889,2.276368112,1.95592067,1.9350148,1.92178974,2.042435616,1.892083955,1.989294328,1.533929148,1.609177087,1.522491954,1.512471151,2.189961532,2.068927317,2.095398201,1.900413876
PaChr1g03544-t1_3544,1.353276933,1.355018786,1.320793373,1.380997606,1.134143436,1.110750061,1.133269627,1.185490837,1.469092148,1.361194623,1.389195386,1.417013395,1.696834216,1.60091296,1.475924824,1.483798825,1.346012115,1.298610927,1.383293956,1.488102262
PaCtg2167g36551-t1_36551,1.94514064,1.911872448,1.875964728,1.985294336,1.534942683,1.51634523,1.512133122,1.552439211,1.952546802,1.836869555,1.728694574,1.869608544,2.167274815,2.137255621,2.064223366,2.049852726,1.877014237,1.795046993,1.943458392,2.059229483
PaChr1g00408-t1_408,3.955784694,3.952828146,3.774865773,3.869899927,3.518711392,3.488846794,3.618715794,3.145916864,3.516315376,3.595074855,3.516056659,3.657577624,3.462374316,3.035218239,3.17359559,3.143663022,2.783194813,2.840365972,3.012263311,3.160296191
PaCtg0820g30028-t1_30028,3.0296059,2.892993471,2.940036982,3.084181723,3.049984933,3.07504138,2.879205946,2.984297072,3.856094245,4.267612784,4.044260623,4.197345575,3.450529434,2.743682246,2.71457568,3.076998362,3.772292308,3.418006459,3.825854675,3.909983114
PaChr6g19849-t1_19849,1.879826576,1.847344461,1.796069287,1.941292362,2.195494059,2.082898174,2.159872216,2.246679699,2.447532659,2.507055063,2.431322913,2.524263844,2.098077592,2.144522909,2.030527993,2.001213594,1.863945198,1.928173563,2.009196564,2.128480591
PaChr8g23135-t1_23135,9.505513469,9.378540115,8.789033308,9.524755959,8.072946167,7.599380461,7.85615652,7.959099488,7.898750036,7.056101279,6.61964779,7.473750149,9.432964636,8.803473204,8.500833122,8.974740427,7.791848762,7.830294103,8.469677521,8.73956244
PaCtg1266g32643-t1_32643,1.619609536,1.619548337,1.600462535,1.607228076,2.02349208,1.87541655,2.000348788,2.12376014,2.038211338,2.034916916,2.337206205,2.186398743,3.947225406,3.580194922,4.590780163,4.63863055,3.042203863,3.011605333,3.246736835,3.398342527
PaCtg0799g29942-t1_29942,3.021800652,3.02529579,2.938457395,2.925388453,2.768581116,2.612847624,2.831805444,2.680493046,2.764371262,3.110657975,2.83603046,2.987846716,3.030138606,3.433623004,3.121692663,2.994844646,2.946562784,2.842310925,3.098380506,3.238848026
PaChr5g17483-t1_17483,2.949133998,2.847960995,2.978727979,2.85074568,3.561805488,3.525012844,3.377143938,3.514209267,3.079537625,2.959906214,2.979534,3.094672891,1.778999782,1.75361081,1.747119931,1.782658448,2.522400381,2.418818485,2.439968904,2.200980821
PaChr2g08278-t1_8278,38.68703909,38.0883395,37.56441602,36.55052513,34.49762914,33.78747722,33.02465894,32.56539348,35.95844549,35.44680359,37.43815511,38.00792498,41.41841905,39.80433164,41.59553678,43.07969975,50.77578871,45.42603085,49.69036827,45.67623546
PaCtg1710g34844-t1_34844,1.778275185,1.739717639,1.7966223,1.749894429,1.737854179,1.764921571,1.73479872,1.653990029,1.537954356,1.646614609,1.683259963,1.645460902,0.987318133,0.957040978,0.930260286,0.953625534,1.513159235,1.684495308,1.575391812,1.482458842
PaChr11g06061-t1_6061,0.920418745,0.937705606,0.925988136,0.937741247,0.91867921,0.927131946,0.936793299,0.94088406,1.136743652,1.116721338,1.164498715,1.137700895,1.548761956,1.529412389,1.543396833,1.629893068,1.495666029,1.533023863,1.592430848,1.701955288
PaChr7g21555-t1_21555,1.884662558,1.919467043,1.767496974,1.910796114,1.374724473,1.347936105,1.354491458,1.419919296,0.994715686,0.973467217,0.942161793,0.95946549,1.597327044,1.571791616,1.269287656,1.239812501,0.91398622,0.972101203,0.963094792,1.048190334
PaChr11g05511-t1_5511,1.197715463,1.197187456,1.170262658,1.238891477,1.165156583,1.134172984,1.185212025,1.19726757,1.328305963,1.213810628,1.147228358,1.230712695,1.782517254,1.633466771,1.607325866,1.619684504,1.395436534,1.414571307,1.473434647,1.580770693
PaCtg0806g29972-t1_29972,1.606551825,1.583914014,1.658168636,1.544917614,1.161785121,1.18501879,1.155086898,1.163005877,1.307618084,1.303932823,1.345191342,1.326115645,1.275156909,1.20658369,1.206212682,1.238934812,1.155227141,1.17708131,1.211548728,1.310917821
PaCtg0689g29117-t1_29117,12.51202852,11.81548811,11.77696108,12.8250903,7.560054558,7.403416366,7.129991676,7.395760853,6.641106973,6.355455235,6.089999935,6.610067898,5.904806974,5.826310714,5.765285648,5.552222973,5.531421808,5.012685846,5.626947447,5.694570432
PaChr8g22596-t1_22596,1.397066272,1.392529784,1.392910272,1.397052479,2.006099924,1.992133204,1.990345923,1.947679661,2.286512782,2.49078712,2.565081624,2.511650091,4.523719037,4.740818435,5.010100169,5.009854152,4.517649027,4.244283228,4.395732259,3.956980361
PaCtg0084g25453-t1_25453,1.919300866,2.003391272,1.831063336,1.860412712,2.750103208,2.553732632,2.806859507,2.718056585,2.055823993,2.231910693,2.278562036,2.2398505,2.611978709,2.637190154,2.881505394,2.492423509,2.426331804,2.25168377,2.319235786,2.119465818
PaChr6g19362-t1_19362,1.183253159,1.161674146,1.149203674,1.254683063,0.960630446,1.219183018,0.852071934,0.836395737,1.671006961,1.356503087,1.329437683,1.462901329,1.433184131,1.339966838,1.314936771,1.430055903,1.279244309,1.241136668,1.313485985,1.413122024
PaChr2g10636-t1_10636,1.85523018,1.813550674,1.787446359,1.912108674,1.939087635,1.832277456,1.925145252,1.993176158,3.050926006,3.148707907,3.263303333,3.252516286,2.994007357,2.912818346,2.670875275,2.811606479,3.129964432,3.342589998,3.454896815,3.575900249
PaChr11g05400-t1_5400,1.622282425,1.573935761,1.669740983,1.59000484,1.261696139,1.265224289,1.261292554,1.264915259,1.635520297,1.707125673,1.53052368,1.644960194,1.376820459,1.655106944,1.387985259,1.411090689,1.222388689,1.283181399,1.302806081,1.39848533
PaChr6g18490-t1_18490,11.95359291,11.8956182,11.06172986,11.82724473,9.21183568,8.627295071,8.996643365,9.071050007,7.612075111,6.847001633,6.490012587,7.256502098,10.12995924,9.677219798,9.378171203,9.709744847,7.895404984,7.879970422,8.54438441,8.798690635
PaChr7g21146-t1_21146,1.532413362,1.551233517,1.466730188,1.558314457,1.206479758,1.194586714,1.198803469,1.242842307,1.011821574,0.984611388,0.96000813,0.975598236,1.478892682,1.461270713,1.183665371,1.15933816,0.910287969,0.966532737,0.957502619,1.041456493
PaChr12g07566-t1_7566,0.939404541,0.964464192,0.950582314,0.940801192,0.915956657,0.942364268,0.937741682,0.91392508,1.042719179,1.013503096,1.046748295,1.027369853,0.963808897,0.971391788,0.942432747,0.946734775,1.099500202,1.179867214,1.095196876,1.029667758
PaChr3g13200-t1_13200,24.97542028,23.91451577,25.94137709,22.57543864,32.21010683,31.24869116,31.25638416,30.2786831,22.94526986,27.40495588,27.35154914,27.14064288,26.04319587,28.83589448,28.0221467,27.5244731,21.78441608,23.33209986,22.96989702,20.60291464
PaCtg0703g29220-t1_29220,14.32098852,14.01352859,13.96520721,13.64342051,14.40910277,14.0148695,13.97717652,13.6067258,12.02930509,12.62148983,12.65527679,12.98918937,11.25782219,11.16537533,11.48653135,11.1525193,12.16100512,10.87166562,12.26443482,12.13825312
PaChr2g10415-t1_10415,1.440296697,1.445966597,1.413477483,1.448862909,1.457383582,1.448403607,1.433565165,1.475391806,1.836097348,1.656184879,1.660824673,1.742598747,2.515701057,2.483233639,2.303241781,2.311014069,1.63327313,1.517284192,1.648746903,1.738787345
PaChr1g03165-t1_3165,1.263584289,1.281634803,1.20487006,1.31127279,1.178416736,1.156803447,1.231106722,1.161067211,1.370170641,1.3423184,1.245591329,1.325049837,1.241894036,1.188488841,1.325397204,1.237949506,1.404831497,1.230477673,1.336464161,1.361002336
PaChr2g09897-t1_9897,3.501434358,3.30269268,3.404836195,3.578158225,3.309210181,3.280114852,3.195196041,3.206265122,3.020909564,2.894340732,2.595584269,2.913880559,3.132255243,2.948262137,2.847396695,2.882842061,3.176848908,3.11962637,3.373616586,3.517376575
PaCtg0156g25880-t1_25880,1.934890868,1.892364764,1.938942941,1.909106341,2.686108039,2.69211893,2.609127579,2.584027188,1.677480686,1.744603842,1.790239223,1.765650599,1.715100674,1.723292471,1.812684207,1.711413745,1.808619448,1.769727406,1.747773812,1.590343294
PaChr7g21640-t1_21640,6.556297893,6.550308461,6.215256366,6.367518498,11.65084099,10.01042715,11.94675922,11.80735154,9.410793983,9.435065485,8.956353953,9.657305739,10.70068366,11.91257041,11.32922366,10.49657235,8.425472352,9.03871104,8.85075449,7.972314589
